avg_type,id,pos,points,sd_pts,dropoff,floor,ceiling,points_vor,floor_vor,ceiling_vor,rank,floor_rank,ceiling_rank,pos_rank,tier,pos_ecr.x,sd_ecr.x,pos_ecr.y,sd_ecr.y
robust,16184,WR,6.954,,0.0509999999999993,6.954,6.954,-28.81025,0.370399999999999,-102.985,344,94,342,75,40,40.33,1.25,40.33,1.25
robust,16194,WR,6.903,,0.369000000000001,6.903,6.903,-28.86125,0.3194,-103.036,347,95,343,76,40,50.67,4.5,50.67,4.5
robust,16620,WR,6.534,,0.024,6.534,6.534,-29.23025,-0.0496000000000008,-103.405,351,107,346,77,40,33,4.08,33,4.08
robust,16185,WR,6.51,,0.795,6.51,6.51,-29.25425,-0.0736000000000008,-103.429,352,108,349,78,41,53.33,2.36,53.33,2.36
robust,16187,WR,5.715,,0.386,5.715,5.715,-30.04925,-0.868600000000001,-104.224,357,166,357,79,41,61,0.82,61,0.82
robust,16631,WR,5.329,,0.0350000000000001,5.329,5.329,-30.43525,-1.2546,-104.61,359,183,359,80,41,72,1.41,72,1.41
robust,16342,WR,5.294,,0.342,5.294,5.294,-30.47025,-1.2896,-104.645,360,185,361,81,41,66.67,2.87,66.67,2.87
robust,16617,WR,4.952,,0.129,4.952,4.952,-30.81225,-1.6316,-104.987,363,198,362,82,42,48,3.56,48,3.56
robust,16195,WR,4.823,,0.24,4.823,4.823,-30.94125,-1.7606,-105.116,365,202,363,83,42,66.67,2.05,66.67,2.05
robust,16080,WR,4.583,,0.00599999999999934,4.583,4.583,-31.18125,-2.0006,-105.356,370,207,365,84,42,52.33,3.3,52.33,3.3
robust,16626,WR,4.577,,0.374000000000001,4.577,4.577,-31.18725,-2.0066,-105.362,371,208,366,85,42,80.67,4.64,80.67,4.64
robust,16206,WR,4.203,,0.0130000000000008,4.203,4.203,-31.56125,-2.3806,-105.736,375,225,372,86,42,78,0.82,78,0.82
robust,16189,WR,4.19,,0.0879999999999992,4.19,4.19,-31.57425,-2.3936,-105.749,377,227,373,87,42,61,2.16,61,2.16
robust,16636,WR,4.102,,0.0720000000000001,4.102,4.102,-31.66225,-2.4816,-105.837,382,236,374,88,42,91.33,1.25,91.33,1.25
robust,16183,WR,4.03,,0.352,4.03,4.03,-31.73425,-2.5536,-105.909,386,239,375,89,43,83.33,2.05,83.33,2.05
robust,16639,WR,3.678,,0.209,3.678,3.678,-32.08625,-2.9056,-106.261,420,248,386,90,43,71,3.74,71,3.74
robust,16622,WR,3.469,,0.0879999999999996,3.469,3.469,-32.29525,-3.1146,-106.47,421,254,411,91,43,81.67,8.65,81.67,8.65
robust,16628,WR,3.381,,0.0830000000000002,3.381,3.381,-32.38325,-3.2026,-106.558,422,260,421,92,43,86,3.27,86,3.27
robust,16635,WR,3.298,,0.0949999999999998,3.298,3.298,-32.46625,-3.2856,-106.641,423,265,422,93,43,89,6.16,89,6.16
robust,16629,WR,3.203,,0.00699999999999967,3.203,3.203,-32.56125,-3.3806,-106.736,424,268,424,94,43,75.33,3.09,75.33,3.09
robust,16186,WR,3.196,,0.0360000000000005,3.196,3.196,-32.56825,-3.3876,-106.743,425,269,425,95,43,42.33,0.47,42.33,0.47
robust,16199,WR,3.16,,0.148,3.16,3.16,-32.60425,-3.4236,-106.779,426,272,426,96,43,103.5,2.5,103.5,2.5
robust,16207,WR,3.012,,0.151,3.012,3.012,-32.75225,-3.5716,-106.927,427,280,427,97,43,109,0,109,0
robust,13641,WR,2.861,,0.0520000000000001,2.861,2.861,-32.90325,-3.7226,-107.078,428,283,429,98,44,,,,
robust,16188,WR,2.809,,0.124,2.809,2.809,-32.95525,-3.7746,-107.13,429,287,431,99,44,81.67,1.7,81.67,1.7
robust,16632,WR,2.685,,0.103,2.685,2.685,-33.07925,-3.8986,-107.254,430,294,432,100,44,73,6.98,73,6.98
robust,16287,WR,2.582,,0.0844999999999994,2.582,2.582,-33.18225,-4.0016,-107.357,431,296,433,101,44,102,2,102,2
robust,15788,WR,2.4975,0.5344773,0.0110000000000006,2.17305,2.82195,-33.26675,-4.41055,-107.11705,432,328,430,102,44,100.33,4.5,100.33,4.5
robust,14977,WR,2.4865,1.2416775,0.0804999999999998,1.73275,3.24025,-33.27775,-4.85085,-106.69875,433,354,423,103,44,107,3,107,3
robust,13289,WR,2.406,,0.0975000000000001,2.406,2.406,-33.35825,-4.1776,-107.533,434,311,438,104,44,,,,
robust,14858,WR,2.3085,0.1727229,0.0564999999999998,2.20365,2.41335,-33.45575,-4.37995,-107.52565,435,325,437,105,44,88,7.35,88,7.35
robust,16197,WR,2.252,,0.0705000000000005,2.252,2.252,-33.51225,-4.3316,-107.687,436,319,442,106,44,106,3,106,3
robust,15752,WR,2.1815,0.5507859,0.0234999999999994,1.84715,2.51585,-33.58275,-4.73645,-107.42315,437,347,434,107,44,,,,
robust,16191,WR,2.158,,0.0790434782608696,2.158,2.158,-33.60625,-4.4256,-107.781,438,331,445,108,44,102.5,2.5,102.5,2.5
robust,15301,WR,2.07895652173913,0.0399657391304349,0.051456521739131,2.05469565217391,2.10321739130435,-33.6852934782609,-4.52890434782609,-107.835782608696,439,341,447,109,44,,,,
robust,15777,WR,2.0275,0.2157183,0.0634999999999997,1.89655,2.15845,-33.73675,-4.68705,-107.78055,440,345,444,110,44,,,,
robust,13793,WR,1.964,1.6634772,0.0775000000000001,0.9542,2.9738,-33.80025,-5.6294,-106.9652,441,420,428,111,44,,,,
robust,13066,WR,1.8865,0.7227675,0.0245,1.44775,2.32525,-33.87775,-5.13585,-107.61375,442,370,440,112,44,,,,
robust,13172,WR,1.862,0.9281076,0.000500000000000167,1.2986,2.4254,-33.90225,-5.285,-107.5136,443,382,436,113,44,,,,
robust,13910,WR,1.8615,0.8132061,0.00949999999999984,1.36785,2.35515,-33.90275,-5.21575,-107.58385,444,378,439,114,44,,,,
robust,12181,WR,1.852,0.7324044,0.193294117647059,1.4074,2.2966,-33.91225,-5.1762,-107.6424,445,374,441,115,45,90.33,1.7,90.33,1.7
robust,15289,WR,1.65870588235294,0.230849541176471,0.0327058823529411,1.51857058823529,1.79884117647059,-34.1055441176471,-5.06502941176471,-108.140158823529,446,364,453,116,45,100,2.16,100,2.16
robust,13156,WR,1.626,,0.00700000000000012,1.626,1.626,-34.13825,-4.9576,-108.313,447,357,454,117,45,,,,
robust,16192,WR,1.619,,0.0145,1.619,1.619,-34.14525,-4.9646,-108.32,448,358,455,118,45,,,,
robust,14860,WR,1.6045,1.4937195,0.0275000000000001,0.69775,2.51125,-34.15975,-5.88585,-107.42775,449,438,435,119,45,98.33,1.89,98.33,1.89
robust,13809,WR,1.577,,0.0214999999999999,1.577,1.577,-34.18725,-5.0066,-108.362,450,361,456,120,45,,,,
robust,13632,WR,1.5555,0.6100899,0.1475,1.18515,1.92585,-34.20875,-5.39845,-108.01315,451,401,450,121,45,105,3,105,3
robust,13963,WR,1.408,,0.00799999999999979,1.408,1.408,-34.35625,-5.1756,-108.531,452,373,460,122,45,,,,
robust,14992,WR,1.4,,0.00849999999999995,1.4,1.4,-34.36425,-5.1836,-108.539,453,375,463,123,45,,,,
robust,13638,WR,1.3915,1.0370787,0.00550000000000006,0.76195,2.02105,-34.37275,-5.82165,-107.91795,454,431,448,124,45,,,,
robust,16196,WR,1.386,,0.0220000000000002,1.386,1.386,-34.37825,-5.1976,-108.553,455,376,465,125,45,,,,
robust,13893,WR,1.364,0.0652343999999999,0.0134999999999998,1.3244,1.4036,-34.40025,-5.2592,-108.5354,456,380,462,126,45,,,,
robust,15292,WR,1.3505,1.2416775,0.0534999999999999,0.59675,2.10425,-34.41375,-5.98685,-107.83475,457,451,446,127,45,,,,
robust,13776,WR,1.297,1.0333722,0.0155000000000001,0.6697,1.9243,-34.46725,-5.9139,-108.0147,458,440,451,128,45,,,,
robust,14837,WR,1.2815,1.5975015,0.0885,0.31175,2.25125,-34.48275,-6.27185,-107.68775,459,518,443,129,45,,,,
robust,16637,WR,1.193,,0.0335000000000001,1.193,1.193,-34.57125,-5.3906,-108.746,460,396,467,130,45,73.33,4.11,73.33,4.11
robust,12773,WR,1.1595,1.2980163,0.0154999999999998,0.37155,1.94745,-34.60475,-6.21205,-107.99155,461,504,449,131,45,,,,
robust,14113,WR,1.144,1.1356716,0.0605000000000002,0.4546,1.8334,-34.62025,-6.129,-108.1056,462,477,452,132,45,,,,
robust,15758,WR,1.0835,0.7183197,0.0529999999999999,0.64745,1.51955,-34.68075,-5.93615,-108.41945,463,443,458,133,45,,,,
robust,14857,WR,1.0305,0.6204681,0.0314999999999999,0.65385,1.40715,-34.73375,-5.92975,-108.53185,464,442,461,134,45,,,,
robust,16393,WR,0.999,,0.00700000000000001,0.999,0.999,-34.76525,-5.5846,-108.94,465,415,468,135,45,,,,
robust,13631,WR,0.992,,0.012,0.992,0.992,-34.77225,-5.5916,-108.947,466,416,469,136,45,,,,
robust,12913,WR,0.98,,0.019,0.98,0.98,-34.78425,-5.6036,-108.959,467,417,470,137,45,,,,
robust,12176,WR,0.961,,0.00649999999999995,0.961,0.961,-34.80325,-5.6226,-108.978,468,419,471,138,45,99,0,99,0
robust,11228,WR,0.9545,0.9585009,0.0225000000000001,0.37265,1.53635,-34.80975,-6.21095,-108.40265,469,502,457,139,45,,,,
robust,16416,WR,0.932,,0.015,0.932,0.932,-34.83225,-5.6516,-109.007,470,422,472,140,45,,,,
robust,15901,WR,0.917,,0.0555000000000001,0.917,0.917,-34.84725,-5.6666,-109.022,471,423,473,141,45,,,,
robust,14486,WR,0.8615,1.0178049,0.00149999999999983,0.24365,1.47935,-34.90275,-6.33995,-108.45965,472,535,459,142,45,,,,
robust,15109,WR,0.86,0.8213604,0.00100000000000011,0.3614,1.3586,-34.90425,-6.2222,-108.5804,473,511,466,143,45,,,,
robust,14849,WR,0.859,0.8880774,0.037,0.3199,1.3981,-34.90525,-6.2637,-108.5409,474,516,464,144,45,,,,
robust,15302,WR,0.822,,0.01,0.822,0.822,-34.94225,-5.7616,-109.117,476,424,474,145,45,,,,
robust,14847,WR,0.812,,0.0209999999999999,0.812,0.812,-34.95225,-5.7716,-109.127,477,426,475,146,46,,,,
robust,12658,WR,0.791,,0.0580000000000001,0.791,0.791,-34.97325,-5.7926,-109.148,478,427,476,147,46,,,,
robust,14841,WR,0.733,,0.109,0.733,0.733,-35.03125,-5.8506,-109.206,479,434,477,148,46,,,,
robust,14558,WR,0.624,,0.0390000000000001,0.624,0.624,-35.14025,-5.9596,-109.315,480,449,478,149,46,,,,
robust,14280,WR,0.585,,0.0119999999999999,0.585,0.585,-35.17925,-5.9986,-109.354,481,453,479,150,46,,,,
robust,12184,WR,0.573,,0.0220000000000001,0.573,0.573,-35.19125,-6.0106,-109.366,482,455,480,151,46,,,,
robust,12930,WR,0.551,,0.0219999999999999,0.551,0.551,-35.21325,-6.0326,-109.388,483,458,481,152,46,,,,
robust,14592,WR,0.529,,0.037,0.529,0.529,-35.23525,-6.0546,-109.41,484,463,482,153,46,,,,
robust,11678,WR,0.492,,0.00300000000000006,0.492,0.492,-35.27225,-6.0916,-109.447,485,466,483,154,46,,,,
robust,14337,WR,0.489,,0.00600000000000001,0.489,0.489,-35.27525,-6.0946,-109.45,486,467,484,155,46,,,,
robust,16364,WR,0.483,,0.00299999999999995,0.483,0.483,-35.28125,-6.1006,-109.456,487,469,485,156,46,,,,
robust,14315,WR,0.48,,0.025,0.48,0.48,-35.28425,-6.1036,-109.459,488,470,486,157,46,,,,
robust,15308,WR,0.455,,0.018,0.455,0.455,-35.30925,-6.1286,-109.484,489,476,487,158,46,,,,
robust,14859,WR,0.437,,0.017,0.437,0.437,-35.32725,-6.1466,-109.502,490,482,488,159,46,,,,
robust,14838,WR,0.42,,0.034,0.42,0.42,-35.34425,-6.1636,-109.519,491,493,489,160,46,,,,
robust,16141,WR,0.386,,0.00700000000000001,0.386,0.386,-35.37825,-6.1976,-109.553,492,497,490,161,46,,,,
robust,15785,WR,0.379,,0.005,0.379,0.379,-35.38525,-6.2046,-109.56,493,498,491,162,46,,,,
robust,14864,WR,0.374,,0.002,0.374,0.374,-35.39025,-6.2096,-109.565,494,500,492,163,46,,,,
robust,13862,WR,0.372,,0.003,0.372,0.372,-35.39225,-6.2116,-109.567,495,503,493,164,46,,,,
robust,15766,WR,0.369,,0.00600000000000001,0.369,0.369,-35.39525,-6.2146,-109.57,496,505,494,165,46,,,,
robust,15763,WR,0.363,,0.00800000000000001,0.363,0.363,-35.40125,-6.2206,-109.576,497,508,495,166,46,,,,
robust,15313,WR,0.355,,0.018,0.355,0.355,-35.40925,-6.2286,-109.584,498,514,496,167,46,,,,
robust,12464,WR,0.337,,0.021,0.337,0.337,-35.42725,-6.2466,-109.602,499,515,497,168,46,,,,
robust,13348,WR,0.316,,0.017,0.316,0.316,-35.44825,-6.2676,-109.623,500,517,498,169,46,,,,
robust,14846,WR,0.299,,0.00100000000000006,0.299,0.299,-35.46525,-6.2846,-109.64,501,521,499,170,46,,,,
robust,15326,WR,0.298,,0.00299999999999995,0.298,0.298,-35.46625,-6.2856,-109.641,502,522,500,171,46,,,,
robust,15941,WR,0.295,,0.002,0.295,0.295,-35.46925,-6.2886,-109.644,503,523,501,172,46,,,,
robust,15529,WR,0.293,,0.00100000000000006,0.293,0.293,-35.47125,-6.2906,-109.646,504,524,502,173,46,,,,
robust,14839,WR,0.292,,0.000999999999999945,0.292,0.292,-35.47225,-6.2916,-109.647,505,525,503,174,46,,,,
robust,15787,WR,0.291,,0.016,0.291,0.291,-35.47325,-6.2926,-109.648,506,526,504,175,46,,,,
robust,14118,WR,0.275,,0.002,0.275,0.275,-35.48925,-6.3086,-109.664,507,527,505,176,46,,,,
robust,15321,WR,0.273,,0.001,0.273,0.273,-35.49125,-6.3106,-109.666,508,528,506,177,46,,,,
robust,14848,WR,0.272,,0.003,0.272,0.272,-35.49225,-6.3116,-109.667,509,529,507,178,46,,,,
robust,15528,WR,0.272,,0,0.272,0.272,-35.49225,-6.3116,-109.667,509,529,507,178,46,,,,
robust,14125,WR,0.269,,0.001,0.269,0.269,-35.49525,-6.3146,-109.67,510,530,508,179,46,,,,
robust,15285,WR,0.268,,0.003,0.268,0.268,-35.49625,-6.3156,-109.671,511,531,509,180,46,,,,
robust,15977,WR,0.265,,0.003,0.265,0.265,-35.49925,-6.3186,-109.674,512,532,510,181,46,,,,
robust,14101,WR,0.262,,0.015,0.262,0.262,-35.50225,-6.3216,-109.677,513,533,511,182,46,,,,
robust,12188,WR,0.247,,0.044,0.247,0.247,-35.51725,-6.3366,-109.692,514,534,512,183,46,,,,
robust,13313,WR,0.247,,0,0.247,0.247,-35.51725,-6.3366,-109.692,514,534,512,183,46,,,,
robust,13645,WR,0.203,,0.00899999999999998,0.203,0.203,-35.56125,-6.3806,-109.736,515,537,513,184,46,,,,
robust,14121,WR,0.203,,0,0.203,0.203,-35.56125,-6.3806,-109.736,515,537,513,184,46,,,,
robust,14855,WR,0.194,,0.001,0.194,0.194,-35.57025,-6.3896,-109.745,516,538,514,185,46,,,,
robust,16201,WR,0.194,,0,0.194,0.194,-35.57025,-6.3896,-109.745,516,538,514,185,46,,,,
robust,15759,WR,0.193,,0.003,0.193,0.193,-35.57125,-6.3906,-109.746,517,539,515,186,46,,,,
robust,14503,WR,0.19,,0.001,0.19,0.19,-35.57425,-6.3936,-109.749,518,540,516,187,46,,,,
robust,13666,WR,0.189,,0.001,0.189,0.189,-35.57525,-6.3946,-109.75,519,541,517,188,46,,,,
robust,13637,WR,0.188,,0.001,0.188,0.188,-35.57625,-6.3956,-109.751,520,542,518,189,46,,,,
robust,16066,WR,0.188,,0,0.188,0.188,-35.57625,-6.3956,-109.751,520,542,518,189,46,,,,
robust,16349,WR,0.188,,0,0.188,0.188,-35.57625,-6.3956,-109.751,520,542,518,189,46,,,,
robust,15491,WR,0.187,,0.002,0.187,0.187,-35.57725,-6.3966,-109.752,521,543,519,190,46,,,,
robust,15841,WR,0.185,,0.002,0.185,0.185,-35.57925,-6.3986,-109.754,522,544,520,191,46,,,,
robust,16413,WR,0.185,,0,0.185,0.185,-35.57925,-6.3986,-109.754,522,544,520,191,46,,,,
robust,13634,WR,0.183,,0.002,0.183,0.183,-35.58125,-6.4006,-109.756,523,545,521,192,46,,,,
robust,15497,WR,0.183,,0,0.183,0.183,-35.58125,-6.4006,-109.756,523,545,521,192,46,,,,
robust,15775,WR,0.181,,0.001,0.181,0.181,-35.58325,-6.4026,-109.758,524,546,522,193,46,,,,
robust,15780,WR,0.181,,0,0.181,0.181,-35.58325,-6.4026,-109.758,524,546,522,193,46,,,,
robust,13895,WR,0.18,,0.001,0.18,0.18,-35.58425,-6.4036,-109.759,525,547,523,194,46,,,,
robust,15303,WR,0.18,,0,0.18,0.18,-35.58425,-6.4036,-109.759,525,547,523,194,46,,,,
robust,15286,WR,0.179,,0.001,0.179,0.179,-35.58525,-6.4046,-109.76,526,548,524,195,46,,,,
robust,15296,WR,0.179,,0,0.179,0.179,-35.58525,-6.4046,-109.76,526,548,524,195,46,,,,
robust,15900,WR,0.179,,0,0.179,0.179,-35.58525,-6.4046,-109.76,526,548,524,195,46,,,,
robust,14853,WR,0.178,,0.001,0.178,0.178,-35.58625,-6.4056,-109.761,527,549,525,196,46,,,,
robust,16203,WR,0.178,,0,0.178,0.178,-35.58625,-6.4056,-109.761,527,549,525,196,46,,,,
robust,16453,WR,0.178,,0,0.178,0.178,-35.58625,-6.4056,-109.761,527,549,525,196,46,,,,
robust,14549,WR,0.177,,0.001,0.177,0.177,-35.58725,-6.4066,-109.762,528,550,526,197,46,,,,
robust,15767,WR,0.176,,0.001,0.176,0.176,-35.58825,-6.4076,-109.763,529,551,527,198,46,,,,
robust,16198,WR,0.176,,0,0.176,0.176,-35.58825,-6.4076,-109.763,529,551,527,198,46,,,,
robust,15589,WR,0.175,,0.001,0.175,0.175,-35.58925,-6.4086,-109.764,530,552,528,199,46,,,,
robust,15027,WR,0.174,,0.001,0.174,0.174,-35.59025,-6.4096,-109.765,531,553,529,200,46,,,,
robust,16299,WR,0.174,,0,0.174,0.174,-35.59025,-6.4096,-109.765,531,553,529,200,46,,,,
robust,15434,WR,0.173,,0.000999999999999973,0.173,0.173,-35.59125,-6.4106,-109.766,532,554,530,201,46,,,,
robust,15478,WR,0.173,,0,0.173,0.173,-35.59125,-6.4106,-109.766,532,554,530,201,46,,,,
robust,16005,WR,0.173,,0,0.173,0.173,-35.59125,-6.4106,-109.766,532,554,530,201,46,,,,
robust,16205,WR,0.173,,0,0.173,0.173,-35.59125,-6.4106,-109.766,532,554,530,201,46,109.5,2.5,109.5,2.5
robust,14131,WR,0.172,,0.001,0.172,0.172,-35.59225,-6.4116,-109.767,533,555,531,202,46,,,,
robust,14267,WR,0.172,,0,0.172,0.172,-35.59225,-6.4116,-109.767,533,555,531,202,46,,,,
robust,15535,WR,0.172,,0,0.172,0.172,-35.59225,-6.4116,-109.767,533,555,531,202,46,,,,
robust,16354,WR,0.172,,0,0.172,0.172,-35.59225,-6.4116,-109.767,533,555,531,202,46,,,,
robust,15467,WR,0.171,,0.002,0.171,0.171,-35.59325,-6.4126,-109.768,534,556,532,203,46,,,,
robust,14533,WR,0.169,,0.001,0.169,0.169,-35.59525,-6.4146,-109.77,535,557,533,204,46,,,,
robust,15984,WR,0.169,,0,0.169,0.169,-35.59525,-6.4146,-109.77,535,557,533,204,46,,,,
robust,16423,WR,0.169,,0,0.169,0.169,-35.59525,-6.4146,-109.77,535,557,533,204,46,,,,
robust,15425,WR,0.168,,0.001,0.168,0.168,-35.59625,-6.4156,-109.771,536,558,534,205,46,,,,
robust,15772,WR,0.168,,0,0.168,0.168,-35.59625,-6.4156,-109.771,536,558,534,205,46,,,,
robust,15993,WR,0.168,,0,0.168,0.168,-35.59625,-6.4156,-109.771,536,558,534,205,46,,,,
robust,15792,WR,0.167,,0.003,0.167,0.167,-35.59725,-6.4166,-109.772,537,559,535,206,46,,,,
robust,15995,WR,0.167,,0,0.167,0.167,-35.59725,-6.4166,-109.772,537,559,535,206,46,,,,
robust,12257,WR,0.164,,0.001,0.164,0.164,-35.60025,-6.4196,-109.775,538,560,536,207,46,,,,
robust,14555,WR,0.163,,0.001,0.163,0.163,-35.60125,-6.4206,-109.776,539,561,537,208,46,,,,
robust,15996,WR,0.162,,0.001,0.162,0.162,-35.60225,-6.4216,-109.777,540,562,538,209,46,,,,
robust,15034,WR,0.161,,0.002,0.161,0.161,-35.60325,-6.4226,-109.778,541,563,539,210,46,,,,
robust,16037,WR,0.159,,0.001,0.159,0.159,-35.60525,-6.4246,-109.78,542,564,540,211,46,,,,
robust,16202,WR,0.159,,0,0.159,0.159,-35.60525,-6.4246,-109.78,542,564,540,211,46,,,,
robust,15407,WR,0.158,,0.001,0.158,0.158,-35.60625,-6.4256,-109.781,543,565,541,212,46,,,,
robust,14110,WR,0.157,,0.002,0.157,0.157,-35.60725,-6.4266,-109.782,544,566,542,213,46,,,,
robust,13488,WR,0.155,,0.034,0.155,0.155,-35.60925,-6.4286,-109.784,545,567,543,214,46,,,,
robust,16193,WR,0.121,,0.043,0.121,0.121,-35.64325,-6.4626,-109.818,546,570,544,215,46,,,,
robust,13863,WR,0.078,,0.068,0.078,0.078,-35.68625,-6.5056,-109.861,548,571,545,216,46,,,,
robust,14850,WR,0.01,,0,0.01,0.01,-35.75425,-6.5736,-109.929,549,572,546,217,46,,,,
robust,14138,TE,49.284,65.8511616,3.128375,9.3096,89.2584,20.974,3.74415,0.0023000000000053,24,28,102,1,1,,,,
robust,11244,TE,46.155625,0.541149,2.33212500000001,7.6195,145.82395,17.845625,2.05405,56.56785,29,55,23,2,1,2,1,2,1
robust,13671,TE,43.8235,0.66717,4.79924999999999,7.543,137.5048,15.5135,1.97755,48.2487,36,57,28,3,2,1.5,0.5,1.5,0.5
robust,13299,TE,39.02425,1.297275,3.26875,6.9645,121.1196,10.71425,1.39905,31.8635,51,67,48,4,3,5,1,5,1
robust,12678,TE,35.7555,49.7330757,0.0485000000000042,5.56545,65.94555,7.4455,0,-23.31055,63,103,166,5,3,,,,
robust,15794,TE,35.707,2.9385132,0.494,6.4862,108.827,7.397,0.920749999999996,19.5709,64,78,63,6,4,5.5,0.5,5.5,0.5
robust,15329,TE,35.213,2.4210858,1.2665,6.7253,106.9295,6.903,1.15985,17.6734,68,70,68,7,4,7.5,0.5,7.5,0.5
robust,15799,TE,33.9465,0.6953394,0.0169999999999959,5.5629,107.0685,5.6365,-0.00255000000000383,17.8124,74,104,67,8,4,10,0,10,0
robust,13192,TE,33.9295,3.6486786,2.00825,3.3781,109.8193,5.6195,-2.18735,20.5632,75,216,61,9,5,8.5,0.5,8.5,0.5
robust,13674,TE,31.92125,0.913281600000001,0.743249999999996,5.4126,99.9567,3.61125,-0.152850000000004,10.7006,85,114,77,10,5,11.5,0.5,11.5,0.5
robust,13189,TE,31.178,0.166051199999999,2.65825000000001,5.3072,98.2808,2.868,-0.258250000000004,9.02470000000001,89,127,83,11,6,8,1,8,1
robust,15798,TE,28.51975,0.971103,0.209749999999996,3.2885,93.1778,0.209749999999996,-2.27695,3.9217,100,220,95,12,6,30.5,0.5,30.5,0.5
robust,14867,TE,28.31,0.247594200000001,0.151,4.5187,89.9269,0,-1.04675,0.6708,103,176,98,13,6,17,0,17,0
robust,13772,TE,28.159,2.1453222,0.22025,3.8587,89.2561,-0.151,-1.70675,0,104,200,103,14,6,14.5,0.5,14.5,0.5
robust,15331,TE,27.93875,0.504084000000001,2.31225,4.459,88.4965,-0.37125,-1.10645,-0.759599999999992,106,178,104,15,7,13.5,0.5,13.5,0.5
robust,13246,TE,25.6265,37.0257111,0.484500000000001,3.15035,48.10265,-2.6835,-2.4151,-41.15345,127,230,205,16,8,65,0,65,0
robust,12676,TE,25.142,1.7242638,2.30075,3.1303,80.6977,-3.168,-2.43515,-8.55839999999999,132,231,123,17,8,16,0,16,0
robust,14861,TE,22.84125,1.7109204,0.403499999999998,3.3344,71.8973,-5.46875,-2.23105,-17.3588,155,218,143,18,9,14,1,14,1
robust,13675,TE,22.43775,1.0333722,0.69875,3.1887,71.4816,-5.87225,-2.37675,-17.7745,159,224,144,19,9,23,1,23,1
robust,15626,TE,21.739,31.6698186,0.135125000000002,2.5141,40.9639,-6.571,-3.05135,-48.2922,166,250,216,20,9,83,0,83,0
robust,15889,TE,21.603875,1.3951266,0.485875,3.4681,67.40185,-6.706125,-2.09735,-21.85425,167,210,159,21,9,28.5,1.5,28.5,1.5
robust,14870,TE,21.118,29.9218332,0.754249999999999,2.9542,39.2818,-7.192,-2.61125,-49.9743,173,242,219,22,9,68,0,68,0
robust,13672,TE,20.36375,1.7376072,0.329750000000001,2.4542,65.2409,-7.94625,-3.11125,-24.0152,177,253,168,23,9,35,0,35,0
robust,15873,TE,20.034,25.8950916,0.161999999999999,4.3146,35.7534,-8.276,-1.25085,-53.5027,180,182,226,24,10,39,0,39,0
robust,14137,TE,19.872,1.5226302,1.1575,3.1807,61.7905,-8.438,-2.38475,-27.4656,182,226,176,25,10,19.5,0.5,19.5,0.5
robust,15330,TE,18.7145,1.9837188,0.0144999999999982,0.8278,63.2932,-9.5955,-4.73765,-25.9629,191,348,172,26,10,54,0,54,0
robust,13988,TE,18.7,,0.292250000000003,18.7,18.7,-9.61,13.13455,-70.5561,192,6,247,27,10,95,0,95,0
robust,15802,TE,18.40775,0.6182442,0.00849999999999795,0.7407,63.7416,-9.90225,-4.82475,-25.5145,193,351,170,28,10,18,0,18,0
robust,13193,TE,18.39925,3.5789964,0.34225,-1.3356,66.2337,-9.91075,-6.90105,-23.0224,194,576,164,29,10,26.5,0.5,26.5,0.5
robust,13236,TE,18.057,2.7235362,0.257000000000001,0.9017,60.0155,-10.253,-4.66375,-29.2406,197,344,179,30,10,36,2,36,2
robust,15925,TE,17.8,,0.1525,17.8,17.8,-10.51,12.23455,-71.4561,199,7,251,31,10,,,,
robust,14143,TE,17.6475,0.00593040000000001,0.793500000000002,2.9944,55.7398,-10.6625,-2.57105,-33.5163,201,241,189,32,11,33,0,33,0
robust,15797,TE,16.854,1.6071384,0.476749999999999,2.1244,53.59,-11.456,-3.44105,-35.6661,205,275,194,33,11,28,0,28,0
robust,14341,TE,16.37725,0.8613906,0.0017499999999977,1.7071,53.683,-11.93275,-3.85835,-35.5731,207,291,193,34,11,62,0,62,0
robust,13680,TE,16.3755,1.9629624,0.112500000000001,2.1504,51.4542,-11.9345,-3.41505,-37.8019,208,271,198,35,11,44,0,44,0
robust,14209,TE,16.263,27.1864362,0.363000000000001,-0.240299999999998,32.7663,-12.047,-5.80575,-56.4898,210,429,231,36,11,41,0,41,0
robust,13315,TE,15.9,,0.853999999999999,15.9,15.9,-12.41,10.33455,-73.3561,215,8,257,37,11,102,0,102,0
robust,15905,TE,15.046,22.0225404,0.198500000000001,1.6774,28.4146,-13.264,-3.88805,-60.8415,218,293,234,38,11,85,0,85,0
robust,15332,TE,14.8475,2.1764568,0.0474999999999994,1.4648,47.5286,-13.4625,-4.10065,-41.7275,219,302,206,39,11,60,0,60,0
robust,8269,TE,14.8,,0.953250000000001,14.8,14.8,-13.51,9.23455,-74.4561,220,10,262,40,12,,,,
robust,15419,TE,13.84675,2.431464,0.0132499999999993,1.533,43.5009,-14.46325,-4.03245,-45.7552,222,300,214,41,12,66,0,66,0
robust,13678,TE,13.8335,19.5206529,0.122250000000001,1.98365,25.68335,-14.4765,-3.5818,-63.57275,223,281,236,42,12,107,0,107,0
robust,13676,TE,13.71125,2.3261994,0.387749999999999,0.5259,45.7338,-14.59875,-5.03955,-43.5223,224,363,210,43,12,51,0,51,0
